Nom du Produit,Type,Plant?,Catégorie,Climate change,Ozone depletion,"Photochemical ozone formation, HH",Respiratory inorganics,Acidification terrestrial and freshwater,Eutrophication freshwater,Eutrophication marine,Eutrophication terrestrial,categ_rec,total
"Noix conventionnelle en coque séchée, variétés à fructification latérale, à la ferme / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.49464058348135387,1.745004351624021,0.9002522550494337,0.19978974144857112,0.28630479924405444,0.5683623990419892,0.32699175021033117,0.27003716238531095,Fruit,4.791383042485064
"Luzerne, conventionnel, par déshydratation, alimentation animale, à la ferme, la production / FR U",conv,1,Agricultural\Plant production\Legumes\Transformation,0.07683846575163772,0.10650317700428488,0.09302030174192692,0.011537414209317953,0.016911888205232116,0.05477267854333189,0.18464168654141883,0.014846311088065492,Légume,0.5590719230852157
"Haricot français, moyenne conventionnelle, nationale, à la  de la ferme / FR U",conv,1,Agricultural\Plant production\Legumes\Transformation,0.3059762057745072,0.171062125298384,0.10005969789488539,0.13437592280023952,0.14764134790000893,0.1447477737835585,0.13486908143569468,0.15107389976276145,Légume,1.2898060546500396
"Soja, moyenne nationale, aliment pour animaux, à la  de la ferme / FR U",conv,1,Agricultural\Plant production\Legumes\Transformation,0.13637349781308725,0.4706845474477891,0.23917701003215136,0.08249734645847444,0.10502453199121052,1.299992088407969,0.6517972002230892,0.10134386702645032,Légume,3.0868900894002205
"Féverole, conventionnel, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Legumes\Transformation,0.09360629819656968,0.2204446217964147,0.18090900715475558,0.042265539440709356,0.057765368940308606,0.3234397898345274,0.5100490532578181,0.05629207010659101,Légume,1.4847717487276944
"Féverole, conventionnel, protection intégrée, à la ferme / FR U",conv,1,Agricultural\Plant production\Legumes\Transformation,0.09203434310319229,0.2107583590031262,0.17494365662870726,0.04188041090263436,0.05681853241156033,0.3220655306243018,0.5092815965368025,0.055362732752958,Légume,1.4631451619632827
"Pois de printemps, conventionnel, 15% d'humidité, aliment pour animaux, à la ferme, production / FR U",conv,1,Agricultural\Plant production\Legumes\Transformation,0.10263798796131149,0.4404035290741993,0.23528845971380025,0.0521479387322748,0.07312355174781615,0.4539485185413252,0.5614072656338867,0.07054741182052356,Légume,1.9895046632251374
"Pois d'hiver, conventionnel, 15% d'humidité, à la ferme / FR U",conv,1,Agricultural\Plant production\Legumes\Transformation,0.11140908418391102,0.4711922658206051,0.2576856397937068,0.06080292737728679,0.08384826568598965,0.7293006906620382,0.6654665401122892,0.08096184502818791,Légume,2.460667258664014
"Palmier à huile, fruit, aliments pour animaux moyen, animal, à la ferme / MY U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.5536253958311332,0.04925577138964386,0.12064052774431099,0.07817256532363832,0.07361019837153626,0.06943110897335376,0.19194423579745987,0.07190179187531894,Huile de graines,1.2085815953063952
"Palmier à huile, fruit, la déforestation, sur des terres récemment transformé, aliments pour animaux, à la  de la ferme / MY U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.8190718583692599,0.0481910658347635,0.16075389303459992,0.08095042781982249,0.0735968180253622,0.06726928702604575,0.09795459240742799,0.07180287915778794,Huile de graines,1.4195908216750697
"Palmier à huile, fruit, sans déforestation, l'alimentation animale, à la ferme / MY U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.051752489293331844,0.05126878322760723,0.04479920352113249,0.07292053102793893,0.0736354962533036,0.07351841099930127,0.3696480750634721,0.07208880364622813,Huile de graines,0.8096317930323156
"Graine de tournesol, moyenne à partir de deux études de cas optimisés, scénario de base, à la ferme / FR U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.22489955922812122,0.3650112774101544,0.37458296754435366,0.14942423056535095,0.186379670988955,1.877636732419354,0.8755704427108509,0.18716968371339934,Huile de graines,4.24067456458054
"Graine de tournesol,  moyenne de deux études de cas optimisé, levier légumineuse dans rotation, à la ferme / FR U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.22596707270278082,0.3675491344848576,0.3754560282305318,0.15040420019228415,0.18709170131198397,1.8821046523565221,0.9057024175340688,0.18731656292988932,Huile de graines,4.281591769742918
"Graine de tournesol,  moyenne à partir de deux études de cas optimisé, levier culture intermédiaire, à la ferme / FR U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.22988526179982344,0.4922464456097788,0.47337045533490024,0.11699307056701655,0.16257251655870994,1.8980113585821758,0.719732263185563,0.1623267712830155,Huile de graines,4.255138142920983
"Graine de tournesol,  conventionnel, 9% d'humidité, moyenne nationale, aliment pour animaux, à la ferme, la production / FR U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.2503127437737681,0.4996136764396189,0.4909674301455239,0.2675103139756551,0.33682761592755284,1.393120225279282,0.796811258503097,0.37213945988629427,Huile de graines,4.407302723930792
"Colza, moyenne à partir de 7 cas d'étude optimisés, scénario de base, à la ferme / FR U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.3273034923668426,0.7344633909394049,0.47605730099698207,0.44523454491272657,0.5034752883538514,0.727357054671879,0.7031456477429195,0.5085046703767335,Huile de graines,4.42554139036134
"Colza, moyenne à partir de 7 cas d'étude optimisés, levier légumineuse dans rotation, à la ferme / FR U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.3276355122887457,0.7321297935787495,0.47528903377782006,0.44410912690821397,0.5028557883682128,0.7228370969228413,0.7409326999780877,0.5084174196098958,Huile de graines,4.454206471432567
"Colza, moyenne à partir de 7 cas d'étude optimisés, levier culture intermédiaire, à la ferme / FR U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.32304636433301814,0.7344645076951983,0.4760595193317823,0.44523517653396866,0.5034757735721928,0.7273593407101522,0.5440478109197746,0.5085048967495943,Huile de graines,4.262193389845681
"Colza, conventionnel, 9% d'humidité, moyenne nationale, aliment pour animaux, production / FR U",conv,1,Agricultural\Plant production\Oil seeds\Transformation,0.3584861991511198,0.6981044730086026,0.5968353340714931,0.5154150566514137,0.6040587057557828,0.6461711383013452,0.7906386672247989,0.6456886736000548,Huile de graines,4.855398247764611
"Algue production optimisée, 1 kg d'algues (Laminaria), poids frais / FR U",conv,1,Agricultural\Plant production\Other\Transformation,0.055913746172751765,0.09722372128704365,0.13748747603889422,0.03996917925604675,0.03533824248806969,0.059893776162749934,0.01757491592095314,0.019979506190533104,Autre,0.4633805635170422
"Algue production non optimisée, 1 kg d'algues (Laminaria), poids frais / FR U",conv,1,Agricultural\Plant production\Other\Transformation,0.4821495013328234,1.8110196331687374,1.0294973945715575,0.5552585022123694,0.5889717691157994,0.8604480740797954,0.11677469545005707,0.13592539897362452,Autre,5.5800449689047635
"Pomme de terre fécule, moyenne conventionnel, national, à la ferme / FR U",conv,1,Agricultural\Plant production\Roots and tubers\Transformation,0.030714178817240548,0.0750144194454609,0.0714335022243905,0.03263571763629528,0.03930818798917145,0.05169101244677388,0.05686920257442676,0.0392741082845818,Autre,0.39694032941834106
"Betteraves, moyen conventionnel, national, aliments pour animaux, à la ferme, la production / FR U",conv,1,Agricultural\Plant production\Roots and tubers\Transformation,0.0150354286552349,0.02187184799543645,0.022221992849546655,0.017626983347945917,0.020460371140515386,0.025730763091156322,0.020218767912706107,0.0215687322263589,Autre,0.16473488721890064
"Pommes de terre, conventionnel, pour le marché frais, variétés à chair ferme, à la ferme / FR U",conv,1,Agricultural\Plant production\Roots and tubers\Transformation,0.03886158111225288,0.1049482635509047,0.08839867737069179,0.04147021698575199,0.04927963296330041,0.07033091373923696,0.0668555616662561,0.048860237142923035,Autre,0.5090050845313179
"Pommes de terre, conventionnel, pour le marché frais, autres variétés, à la ferme / FR U",conv,1,Agricultural\Plant production\Roots and tubers\Transformation,0.033747387384158604,0.08637483286071834,0.07514922398072904,0.037640703359106305,0.044510266630419605,0.058359506053340955,0.05440882488838443,0.0444362493758396,Autre,0.43462699453269693
"Pommes de terre, conventionnel, à usage industriel, à la ferme / FR U",conv,1,Agricultural\Plant production\Roots and tubers\Transformation,0.03382670605801822,0.08634433557327739,0.07556388198971703,0.03764591937294883,0.044562404304142905,0.05833070371325831,0.05445614960610809,0.04449772238022344,Autre,0.43522782299769425
"Pommes de terre, conventionnel, mélange de variétés, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Roots and tubers\Transformation,0.033162954899455706,0.08409421093718342,0.074522183871978,0.03664116669842002,0.04348444945081251,0.0570177426768044,0.05491415134655553,0.043421033598815516,Autre,0.427257893480025
"Luzerne, conventionnel, pour l'alimentation des animaux, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.1067106907205151,0.11706992768022519,0.09210847631919075,0.010045742988681147,0.01598471832327295,0.05956567402326851,0.2793059409744413,0.013361925631445523,Fibre,0.6941530966610405
"Luzerne, moyenne conventionnelle, nationale, à la  de la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.09774902322985186,0.11389990247744305,0.09238202394601162,0.01049324435487219,0.01626286928786071,0.05812777537928753,0.2509066646445347,0.01380724126843152,Fibre,0.6536287445882932
"Herbe enrubannée, système de production d'agneau à l'intérieur, conventionnel, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.10336028904873944,0.12024450645003017,0.22509207538844822,0.20984256110654728,0.23801376279068273,0.09807714111450201,0.1153607386052453,0.2470777325975583,Fibre,1.3570688071017536
"Herbe enrubannée, prairie permanente, avec le trèfle, la région du Nord-Ouest, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.1298257478308334,0.08439679468817479,0.3589150671841872,0.36909128179203493,0.4282001805068634,0.04548754313013097,0.18103290475323144,0.4577080832748535,Fibre,2.05465760316031
"Herbe enrubannée, prairie permanente, avec le trèfle, les régions du Nord-Ouest, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.15464843081608876,0.10053346183255378,0.42753962802980383,0.4396615348706724,0.5100720550197759,0.054184761376612024,0.21564639614204928,0.545221868797006,Fibre,2.447508136884562
"Herbe enrubannée, prairie permanente, sans trèfle, Auvergne, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.0902634086679509,0.10780298453375026,0.19613673412609536,0.08003451837704258,0.09699408884948243,0.10819690668370614,0.06225676002508532,0.09762564024479096,Fibre,0.8393110415079039
"Herbe enrubannée, prairie permanente, sans trèfle, Auvergne, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.10285515417713,0.12284150087620846,0.22349780853668583,0.09119933369063996,0.1105247642439852,0.1232903751660831,0.07094157804858471,0.11124441705893927,Fibre,0.9563949317982565
"Herbe enrubannée, prairie permanente, sans trèfle, région du Nord-Ouest, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.11974480027561482,0.0830717685503254,0.2698729637237893,0.6424156578478464,0.7040138259421758,0.03909653174444735,0.23186875267508647,0.7422074269525561,Fibre,2.8322917277118416
"Herbe  enrubannée, prairie permanente, sans le trèfle, les régions du Nord-Ouest, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.13644919991406315,0.09466028026309592,0.3075202421632582,0.7320326421176214,0.8022237546611094,0.04455049792279775,0.2642144436732611,0.8457453630124381,Fibre,3.2273964237276447
"Herbe enrubannée, prairie temporaire, avec trèfle, région du Nord-Ouest, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.08767100457598173,0.09631119316185467,0.19180649130997626,0.3878101237116777,0.42723966143587555,0.037356463024590454,0.17608416285103173,0.4497343251486936,Fibre,1.8540134252196816
"herbe  enrubannée, prairie temporaire, avec le trèfle, les régions du Nord-Ouest, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.10443370065090944,0.1147258932944013,0.22847989244844363,0.4619594193653504,0.5089278847024149,0.04449901875489214,0.20975145478814902,0.5357235281171238,Fibre,2.2085007921216846
"Herbe enrubannée, prairie temporaire, sans trèfle, région du Nord-Ouest, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.1015236843099501,0.10349391502894133,0.2420075537461672,0.26087279071186464,0.29982334130043614,0.04384190254916792,0.2236425047341269,0.318339107982445,Fibre,1.593544800363099
"Herbe  enrubannée, prairie temporaire, sans trèfle, les régions du Nord-Ouest, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.11568623827118808,0.11793131617547867,0.2757676074937575,0.2972645450161697,0.3416486974118468,0.04995784795477683,0.25484063414453756,0.36274741354599593,Fibre,1.815844300013751
"Ballot de Foin, prairie permanente, avec le trèfle, la région du nord-ouest, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.12148590583104174,0.09005326805478872,0.2600048395274864,0.601409507355055,0.6600733089392248,0.0410146187424643,0.18637329539090963,0.6960762977674069,Fibre,2.6564910416083776
"Ballot de Foin, prairie permanente, avec le trèfle, les régions du Nord-Ouest, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.1331364042002386,0.09868937646124296,0.2849393036381724,0.659084679110405,0.7233743392664965,0.04494792067986664,0.20424649441889786,0.7628300147233011,Fibre,2.911248532498621
"Ballot de Foin, prairie permanente, sans trèfle, Auvergne, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.09649962724435324,0.10262577440896521,0.2160827622220761,0.08901705327053235,0.11126512997036163,0.09459583139438295,0.06682104562590152,0.11589864117540392,Fibre,0.8928058653119769
"Ballot de Foin, prairie permanente, sans trèfle, Auvergne, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.10494334462823421,0.11160552966974961,0.23499000391650782,0.09680604543170389,0.12100082884276826,0.10287296664139146,0.07266788711816792,0.12603977227825175,Fibre,0.970926378526775
"Ballot de Foin, prairie permanente, sans le trèfle, la région du nord-ouest, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.13319012040401207,0.13463083512076895,0.33700364063220095,0.13036855992023205,0.1728687034170917,0.06255249461111055,0.25800810944480623,0.18790296524418948,Fibre,1.416525428794412
"Ballot de Foin, prairie permanente, sans le trèfle, les régions du Nord-Ouest, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.14484425593936312,0.1464110331938363,0.36649145918751863,0.14177580891325234,0.18799471496608725,0.06802583788958275,0.28058381902122675,0.20434447470305603,Fibre,1.5404714038139231
"Ballot de Foin, prairie temporaire, avec le trèfle, la région du nord-ouest, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.09399186323768201,0.10745302942701151,0.19468055908662393,0.3779328183314742,0.41750270832950787,0.040277991296442855,0.19303401223819627,0.4397617659023528,Fibre,1.8646347478492913
"Ballot de Foin, prairie temporaire, avec le trèfle, les régions du Nord-Ouest, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.10300568292217567,0.11775777494906196,0.2133504247030311,0.41417657560946236,0.4575412180583076,0.04414065066177171,0.21154597401183928,0.48193491925238824,Fibre,2.043453220168038
"Ballot de Foin, prairie temporaire, sans trèfle, dans la région du nord-ouest, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.11110761886068796,0.10825671787669543,0.25932144077257496,0.2573602012077665,0.2984002125953963,0.045502860638398465,0.26973664009488374,0.3177932052387214,Fibre,1.6674788972851247
"Ballot de Foin, prairie temporaire, sans trèfle, les régions du Nord-Ouest, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.1208295355109982,0.11772918069090632,0.2820120668401752,0.27987921881344596,0.32451023119749345,0.04948436094425832,0.2933385961031861,0.34560011069710944,Fibre,1.8133833007975728
"Ensilage d'herbe, silo horizontal, prairie permanente, sans trèfle, Auvergne, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.10475379650656137,0.16132238101797694,0.2598347432517687,0.08817491080056701,0.1139854830910659,0.09913761745737945,0.07427445652874136,0.11756830548695951,Fibre,1.0190516941410204
"Ensilage d'herbe, silo horizontal, prairie permanente, sans trèfle, Auvergne, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.13686083513582237,0.21076769079998683,0.3394740920584355,0.11520052096094079,0.14892203365847753,0.12952329720806627,0.09703957745480055,0.1536029911187125,Fibre,1.3313910383952423
"Ensilage d'herbe, silo horizontal, prairie temporaire, avec le trèfle, la région du nord-ouest, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.10091453498752698,0.1647873498200015,0.25545799781620526,0.3844898208308628,0.43151299685632677,0.039014678427836416,0.18671251168879222,0.45513414134588254,Fibre,2.0180240317734346
"Ensilage d'herbe, silo horizontal, prairie temporaire, avec le trèfle, la région du nord-ouest, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.1505241203873952,0.24579681099151426,0.38104114954265167,0.5735050167513149,0.6436447861108969,0.05819429434296078,0.27850038243500247,0.6788780852315182,Fibre,3.0100846457932544
"herbe pâturée, prairie permanente, avec le trèfle, la région du nord-ouest, sur le terrain / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.12724462852805796,0.023482727675270997,0.13694415965443135,0.3483891154238896,0.3815907895486503,0.031241405727670965,0.21884828106177542,0.40301304812451966,Fibre,1.670754155744266
"Herbe pâturée, prairie permanente, sans trèfle, Auvergne, sur le champ / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.0911517536979933,0.00740471534249389,0.08834006570781426,0.07412961508178563,0.08869615884364118,0.05522480614108715,0.1317201936427491,0.09589956316976568,Fibre,0.6325668716273302
"herbe pâturée, prairie permanente, sans le trèfle, la région du nord-ouest, sur le terrain / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.11295927959240187,0.0168780193291172,0.12249816698128553,0.09051083424390549,0.10941282922553879,0.03161508761165278,0.20982726483756248,0.11845908517681084,Fibre,0.812160566998275
"herbe pâturée, prairie temporaire, avec le trèfle, la région du nord-ouest, sur le terrain / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.09495588515785768,0.05345264796259225,0.11352493350310153,0.14902474669477364,0.16925090641724505,0.03418845985844646,0.24722419018550806,0.17949250068074893,Fibre,1.0411142704602734
"herbe pâturée, prairie temporaire, sans trèfle, dans la région du nord-ouest, sur le terrain / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.09791101482300671,0.054867066785196775,0.11803408564125142,0.17838701994849576,0.20053240934604538,0.03459601538473147,0.2703083495730359,0.2122795564254208,Fibre,1.1669155179271842
"Maïs ensilage, conventionnel, moyenne nationale, aliments pour animaux, à la ferme, production / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.09024790502756488,0.20470637295586247,0.1822872295256497,0.25709988375942183,0.28613787990986617,0.2222430185494131,0.24501774759971218,0.29817922205510944,Fibre,1.7859192593825997
"Maïs ensilage, conventionnel, moyenne nationale, au dispositif d'alimentation / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.10494026396605241,0.23803257047307688,0.21196359049242547,0.29895574483545584,0.3327211267591925,0.2584241819692575,0.2849066369089453,0.34672279940568146,Fibre,2.076666914810087
"Sorgho ensilage, moyenne nationale, alimentation animale, à la ferme / FR U",conv,1,Agricultural\Plant production\Roughage\Transformation,0.06332701140405458,0.19187186807071277,0.1582593013797804,0.1029738271311487,0.12300764245389406,0.4691889624172653,0.22751307517301647,0.12681261613687297,Fibre,1.4629543041667454
"Poireau conventionnel, automne irrigué, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.21784650912838205,0.49764849576557824,0.41089868653718703,0.07196524720392034,0.17150631616377116,0.10147500601482087,0.12326735769123716,0.3024814062856892,Légume,1.8970890247905858
"Carotte conventionnelle de saison, avec l'empreinte eau, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.02241260219892813,0.07694068490125508,0.06207632512323945,0.059667410531301375,0.06736264849354694,0.06751947349160445,0.030024324131401804,0.06256607994309772,Légume,0.448569548814375
"Carotte conventionnelle, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.03317132496476733,0.10296364259676602,0.06278959724720727,0.028789906511854795,0.03314542496741648,0.0681854273773813,0.06042371364046606,0.023986585426552815,Légume,0.41345562273241204
"Chou-fleur conventionnel, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.13991890921998043,0.24326195017894628,0.2003864279942967,0.10544271569065351,0.13616343848991508,0.07593358013111633,0.2167280550487705,0.15849149774178845,Légume,1.2763265744954673
"Chou-fleur mix conventionnel et biologique, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.14092340310369067,0.24402199406671096,0.2021233988204258,0.10770319374781895,0.13845158551609402,0.07636783130274424,0.21852092153050892,0.16034277771961666,Légume,1.2884551058076104
"Chou-fleur conventionnel, culture d'été, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.08902409093430366,0.1894975179979153,0.1682569340544469,0.03721224532736746,0.054679526208368114,0.06336769696789779,0.16820967599518513,0.061007200758448184,Légume,0.8312548882439326
"Chou-fleur conventionnel, culture d'hiver, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.14712319857011255,0.25087244059688324,0.20493443855593432,0.11510091012600035,0.14769769091307092,0.07771231244792572,0.22359595345398314,0.17229064480387452,Légume,1.3393275894677847
"Endive conventionnelle, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.17676161286479142,1.4923583008984653,0.20083312737437062,0.07376958007889106,0.08103281354049746,0.21178985143396495,0.1401852029211361,0.07165979076053161,Légume,2.448390279872649
"Endive conventionnelle, précoce, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.18299355827312733,1.4422139238052702,0.24749415765164595,0.04180226001715355,0.052630165308640314,0.21671702209567342,0.1580470854987307,0.04257426452496673,Légume,2.384472437175208
"Production de racine d'endive conventionnelle, précoce, à la ferme FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.054638988740495206,0.19506293922313883,0.14427665213810087,0.011710753654453078,0.023793373220840748,0.07346746630393117,0.10752985801544603,0.021940629669755844,Légume,0.6324206609661618
"Conservation des racines d'endive et forçage, précoce, à la ferme FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.10786494875494645,1.174002382373454,0.04911376096175726,0.025699973742280564,0.019914277129984285,0.11569925592776813,0.01019353072749242,0.012405898729052444,Légume,1.5148940283467356
"Endive conventionnelle, tardive, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.18631431088476158,1.6492049352490725,0.20663589806363233,0.09041545612150155,0.09635534507549298,0.24488025894604143,0.14555049020912456,0.0850712203667993,Légume,2.704427914916426
"Production de racine d'endive conventionnelle, tardive, à la ferme FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.03911359122982881,0.11598989018270114,0.08263341067680234,0.03159718043065787,0.040294198071695216,0.04649973324847765,0.07879686088899565,0.04077982032535326,Légume,0.47570468505451197
"Conservation des racines d'endive et forçage, tardive, à la ferme FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.12053236199823134,1.4541310290327123,0.06766152556173759,0.03727474357903147,0.028587830136732818,0.1666761621190562,0.013028496895813767,0.016486977092341537,Légume,1.904379126415657
"Endive, mix conventionnel et biologique, moyenne nationale, à la ferme FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.1783446729459283,1.5014754133340409,0.2027147564467116,0.07349029456642481,0.0808978453391871,0.21309359858785612,0.14160455404247058,0.07148964094717838,Légume,2.463110776209798
"Endive conventionnelle, saison, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.16409294214065334,1.3605838550944536,0.17169984154647072,0.07310736406714932,0.07991160612143046,0.17623585859103433,0.12588897434435015,0.07279112427204629,Légume,2.2243115661775885
"Conservation des racines d'endive et forçage, saison, fluide NH3, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.04122837838219021,0.5223151078491308,0.048874324741677556,0.026445540761847127,0.02042120236833851,0.10823707461059703,0.009095437227281572,0.012674133037776876,Légume,0.7892911989788397
"Production de racine d'endive conventionnelle, saison, à la ferme FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.04256835054034233,0.12622429225764534,0.08992459397181429,0.03438516693924535,0.04384956848978599,0.04963123000410532,0.08586035866851921,0.044378039765825605,Légume,0.5168216006372834
"Conservation des racines d'endive et forçage, saison, à la ferme FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.10619998540578778,1.1889188176240562,0.04940239374480335,0.02634353702977565,0.02027619297532151,0.10873738578545109,0.009118886555164008,0.012436990190523455,Légume,1.5214341893108827
"fibres de noix de coco, à l'entrepôt régional / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.17996631480587783,0.48786207604238924,0.5362071155233543,0.07584755222826564,0.15537580812877533,0.09306924669858324,0.060646110060797315,0.07818857531250113,Légume,1.6671627988005437
"Poireau conventionnel, précoce planté, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.20992664382951978,0.42055485414902694,0.3682092778182518,0.0783454804037393,0.16866500320319086,0.12655420827834504,0.11125631498356173,0.28051322771745923,Légume,1.7640250103830946
"Poireau conventionnel, précoce semé, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.1995684192025462,0.40769076793854364,0.33891837213849313,0.07761569403761714,0.16643674539423292,0.1309569588577795,0.11641051235844103,0.2735774623272147,Légume,1.7111749322548684
"Poireau conventionnel, moyenne nationale, à la ferme",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.15273288711329763,0.3749603165955853,0.30718329292916313,0.059286508967102323,0.12100401885726636,0.08902465979894704,0.11070910322867025,0.1900998725378064,Légume,1.4050006600278384
"Poireau conventionnel, hiver non irrigué, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.10309138184796707,0.3035486998813234,0.23997891243656483,0.04664598639838799,0.08087921719614558,0.06939810292896201,0.10442696890536218,0.10664419276743559,Légume,1.0546134623621486
"Laitue conventionnelle, automne sous tunnel, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.05737556812486306,0.1115635861665586,0.09304688059825612,0.03640436177748037,0.03964555906371332,0.08863695467062524,0.024757749064940795,0.043134304911149154,Légume,0.4945649643775866
"Laitue conventionnelle, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.08683527918116678,0.1809838036812071,0.15381013769082175,0.040317047304057364,0.06415602744008642,0.08589578321083217,0.04593757554211374,0.09551720265516926,Légume,0.7534528567054546
"Laitue conventionnelle, plein champ, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.11447823429312873,0.2620787504677244,0.21577962341401138,0.037256613436203706,0.08882813484473255,0.06090125787945314,0.07082866533963952,0.1576577506477745,Légume,1.0078090303226677
"Laitue conventionnelle, hiver sous tunnel, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.07417876873781352,0.12463940389061935,0.12018729114566937,0.049075553641128804,0.051068427174622504,0.12192093840366333,0.028859793318907822,0.05300452720923932,Légume,0.622934703521664
"Melon conventionel, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Vegetables\Transformation,0.0877454930378027,0.23854893754809808,0.19784355551969138,0.041422177853495154,0.05247513039100361,0.22395657196968052,0.15834691564384923,0.045904586327096236,Légume,1.0462433682907168
